Overhead,Command,Shared Object,Symbol
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_add\_journal\_head
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_stop
0.01,perf\_2.6.32-46,[kernel],[k] file\_remove\_suid
0.01,perf\_2.6.32-46,[kernel],[k] sys\_write
0.01,perf\_2.6.32-46,[kernel],[k] mark\_buffer\_dirty
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_inode\_queue\_event
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_get\_group\_desc
0.01,perf\_2.6.32-46,[kernel],[k] bit\_waitqueue
0.01,perf\_2.6.32-46,[kernel],[k] iov\_iter\_copy\_from\_user\_atomic
0.01,perf\_2.6.32-46,[kernel],[k] rcu\_sched\_qs
0.01,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_idle
0.01,perf\_2.6.32-46,[kernel],[k] should\_remove\_suid
0.01,perf\_2.6.32-46,[kernel],[k] apparmor\_file\_permission
0.01,perf\_2.6.32-46,[kernel],[k] \_\_find\_get\_block
0.01,perf\_2.6.32-46,[kernel],[k] current\_fs\_time
0.01,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_in
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_dentry\_parent\_queue\_event
0.01,perf\_2.6.32-46,[kernel],[k] generic\_write\_sync
0.01,perf\_2.6.32-46,[kernel],[k] \_\_fsnotify\_parent
0.01,perf\_2.6.32-46,[kernel],[k] balance\_dirty\_pages\_ratelimited\_nr
0.01,perf\_2.6.32-46,/lib/libpthread-2.11.1.so,[.] \_\_write\_nocancel
0.01,perf\_2.6.32-46,[kernel],[k] current\_kernel\_time
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_inode\_table
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_dirty\_inode
0.01,perf\_2.6.32-46,[kernel],[k] page\_waitqueue
0.01,perf\_2.6.32-46,[kernel],[k] put\_page
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_mulpd
0.01,perf\_2.6.32-46,[kernel],[k] iov\_iter\_advance
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_mark\_iloc\_dirty
0.01,perf\_2.6.32-46,[kernel],[k] calc\_load\_account\_active
0.01,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_enable\_all
0.01,perf\_2.6.32-46,[kernel],[k] unlock\_page
0.01,perf\_2.6.32-46,[kernel],[k] generic\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_dirty\_metadata
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_get\_inode\_flags
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] estimateDiv128To64
0.01,perf\_2.6.32-46,[kernel],[k] security\_file\_permission
0.01,perf\_2.6.32-46,[kernel],[k] deactivate\_task
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_cancel\_revoke
0.01,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_out
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_addpd
0.01,perf\_2.6.32-46,[kernel],[k] fsnotify
0.01,perf\_2.6.32-46,[kernel],[k] security\_inode\_need\_killpriv
0.01,perf\_2.6.32-46,[kernel],[k] \_\_brelse
0.01,perf\_2.6.32-46,[kernel],[k] mutex\_unlock
0.01,perf\_2.6.32-46,[kernel],[k] copy\_from\_user
0.01,perf\_2.6.32-46,[kernel],[k] default\_spin\_lock\_flags
0.01,perf\_2.6.32-46,[kernel],[k] system\_call\_fastpath
0.01,perf\_2.6.32-46,[kernel],[k] \_spin\_lock\_irq
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cc\_compute\_c
0.01,perf\_2.6.32-46,[kernel],[k] add\_wait\_queue
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_put\_journal\_head
0.01,perf\_2.6.32-46,[kernel],[k] memset\_c
0.01,perf\_2.6.32-46,[kernel],[k] \_\_wake\_up
0.01,perf\_2.6.32-46,[kernel],[k] block\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] perf\_event\_task\_sched\_in
0.01,perf\_2.6.32-46,[kernel],[k] hw\_perf\_enable
0.01,perf\_2.6.32-46,[kernel],[k] perf\_enable
