Overhead,Command,Shared Object,Symbol
0.03,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_start
0.03,perf\_2.6.32-46,[kernel],[k] rw\_verify\_area
0.03,perf\_2.6.32-46,[kernel],[k] file\_remove\_suid
0.03,perf\_2.6.32-46,[kernel],[k] block\_write\_begin
0.03,perf\_2.6.32-46,[kernel],[k] should\_remove\_suid
0.03,perf\_2.6.32-46,[kernel],[k] \_\_ticket\_spin\_unlock
0.03,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] addFloat64Sigs
0.03,perf\_2.6.32-46,[kernel],[k] dequeue\_task\_fair
0.03,perf\_2.6.32-46,[kernel],[k] \_\_wake\_up\_bit
0.03,perf\_2.6.32-46,[kernel],[k] dequeue\_entity
0.03,perf\_2.6.32-46,[kernel],[k] ext4\_mark\_iloc\_dirty
0.03,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float32\_to\_float64
0.03,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float32\_to\_int32\_round\_to\_zero
0.03,perf\_2.6.32-46,[kernel],[k] free\_poll\_entry
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_stop
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_da\_write\_end
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_inode\_table
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_maxss
0.02,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_disable\_all
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_get\_inode\_flags
0.02,perf\_2.6.32-46,[kernel],[k] sys\_write
0.02,perf\_2.6.32-46,[kernel],[k] mark\_buffer\_dirty
0.02,perf\_2.6.32-46,[kernel],[k] hrtick\_start\_fair
0.02,perf\_2.6.32-46,[kernel],[k] ext4\_dirty\_inode
0.02,perf\_2.6.32-46,[kernel],[k] update\_context\_time
0.02,perf\_2.6.32-46,[kernel],[k] task\_of
0.02,perf\_2.6.32-46,[kernel],[k] \_spin\_lock
0.02,perf\_2.6.32-46,[kernel],[k] current\_fs\_time
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_add
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cvtps2pd
0.02,perf\_2.6.32-46,[kernel],[k] find\_lock\_page
0.02,perf\_2.6.32-46,[kernel],[k] security\_file\_permission
0.02,perf\_2.6.32-46,[kernel],[k] put\_page
0.02,perf\_2.6.32-46,[kernel],[k] page\_waitqueue
0.02,perf\_2.6.32-46,[kernel],[k] perf\_event\_task\_sched\_out
0.02,perf\_2.6.32-46,[kernel],[k] kmem\_cache\_free
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_dirty\_metadata
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_put\_journal\_head
0.02,perf\_2.6.32-46,[kernel],[k] sys\_poll
0.02,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_cancel\_revoke
0.02,perf\_2.6.32-46,[kernel],[k] current\_kernel\_time
0.02,perf\_2.6.32-46,[kernel],[k] unlock\_page
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cc\_compute\_c
0.02,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_to\_float32
0.01,perf\_2.6.32-46,[kernel],[k] iov\_iter\_copy\_from\_user\_atomic
0.01,perf\_2.6.32-46,/usr/bin/perf\_2.6.32-46,[.] write@plt
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_mulsd
0.01,perf\_2.6.32-46,[kernel],[k] \_\_brelse
0.01,perf\_2.6.32-46,[kernel],[k] put\_prev\_task\_fair
0.01,perf\_2.6.32-46,[kernel],[k] generic\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] security\_inode\_need\_killpriv
0.01,perf\_2.6.32-46,[kernel],[k] dequeue\_task
0.01,perf\_2.6.32-46,[kernel],[k] iov\_iter\_advance
0.01,perf\_2.6.32-46,[kernel],[k] sched\_clock
0.01,perf\_2.6.32-46,[kernel],[k] generic\_write\_sync
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float32\_sqrt
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_ldmxcsr
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_imulq\_T0\_T1
0.01,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_in
0.01,perf\_2.6.32-46,[kernel],[k] balance\_dirty\_pages\_ratelimited\_nr
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_compare\_quiet
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] int32\_to\_float32
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_get\_write\_access
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_inode\_queue\_event
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_journal\_get\_write\_access
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_to\_int32\_round\_to\_zero
0.01,perf\_2.6.32-46,[kernel],[k] unlock\_buffer
0.01,perf\_2.6.32-46,[kernel],[k] memset\_c
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cvtsi2ss
0.01,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_idle
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_ibody\_get
0.01,perf\_2.6.32-46,[kernel],[k] \_\_wake\_up
0.01,perf\_2.6.32-46,[kernel],[k] block\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_journal\_stop
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_addsd
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_sub
0.01,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_enable\_all
0.01,perf\_2.6.32-46,[kernel],[k] \_\_fsnotify\_parent
0.01,perf\_2.6.32-46,[kernel],[k] inotify\_dentry\_parent\_queue\_event
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cmpltss
0.01,perf\_2.6.32-46,[kernel],[k] \_\_pollwait
0.01,perf\_2.6.32-46,[kernel],[k] system\_call\_fastpath
0.01,perf\_2.6.32-46,/lib/libpthread-2.11.1.so,[.] \_\_write\_nocancel
0.01,perf\_2.6.32-46,[kernel],[k] default\_spin\_lock\_flags
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_punpcklqdq\_xmm
0.01,perf\_2.6.32-46,[kernel],[k] calc\_load\_account\_active
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float32\_le
0.01,perf\_2.6.32-46,[kernel],[k] mutex\_unlock
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ticket\_spin\_is\_locked
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_reserve\_inode\_write
0.01,perf\_2.6.32-46,[kernel],[k] \_\_perf\_event\_sched\_out
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] countLeadingZeros64
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_subsd
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_ucomisd
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_get\_inode\_loc
0.01,perf\_2.6.32-46,[kernel],[k] \_\_jbd2\_log\_space\_left
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_pandn\_xmm
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_cmpnless
