Overhead,Command,Shared Object,Symbol
0.02,perf\_2.6.32-46,[kernel],[k] thread\_return
0.01,perf\_2.6.32-46,[kernel],[k] remove\_wait\_queue
0.01,perf\_2.6.32-46,[kernel],[k] file\_update\_time
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_journal\_start\_sb
0.01,perf\_2.6.32-46,[kernel],[k] mutex\_lock
0.01,perf\_2.6.32-46,[kernel],[k] sched\_clock\_cpu
0.01,perf\_2.6.32-46,[kernel],[k] \_\_block\_commit\_write
0.01,perf\_2.6.32-46,[kernel],[k] native\_read\_tsc
0.01,perf\_2.6.32-46,[kernel],[k] generic\_file\_aio\_write
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ext4\_get\_inode\_loc
0.01,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_rt
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_file\_write
0.01,perf\_2.6.32-46,[kernel],[k] \_\_block\_prepare\_write
0.01,perf\_2.6.32-46,[kernel],[k] start\_this\_handle
0.01,perf\_2.6.32-46,[kernel],[k] find\_get\_page
0.01,perf\_2.6.32-46,[kernel],[k] dequeue\_task\_fair
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] float64\_sqrt
0.01,perf\_2.6.32-46,[kernel],[k] system\_call
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_divsd
0.01,perf\_2.6.32-46,[kernel],[k] pick\_next\_task\_fair
0.01,perf\_2.6.32-46,[kernel],[k] dequeue\_entity
0.01,perf\_2.6.32-46,[kernel],[k] generic\_segment\_checks
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_imulq\_T0\_T1
0.01,perf\_2.6.32-46,[kernel],[k] finish\_task\_switch
0.01,perf\_2.6.32-46,[kernel],[k] native\_sched\_clock
0.01,perf\_2.6.32-46,[kernel],[k] hw\_perf\_disable
0.01,perf\_2.6.32-46,[kernel],[k] ret\_from\_sys\_call
0.01,perf\_2.6.32-46,[kernel],[k] mark\_page\_accessed
0.01,perf\_2.6.32-46,[kernel],[k] \_\_mark\_inode\_dirty
0.01,perf\_2.6.32-46,[kernel],[k] timespec\_trunc
0.01,perf\_2.6.32-46,[kernel],[k] \_spin\_lock\_irqsave
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_punpcklbw\_xmm
0.01,perf\_2.6.32-46,[kernel],[k] poll\_freewait
0.01,perf\_2.6.32-46,[kernel],[k] grab\_cache\_page\_write\_begin
0.01,perf\_2.6.32-46,[kernel],[k] \_spin\_unlock\_irqrestore
0.01,perf\_2.6.32-46,[kernel],[k] generic\_perform\_write
0.01,perf\_2.6.32-46,[kernel],[k] task\_of
0.01,perf\_2.6.32-46,[kernel],[k] generic\_file\_buffered\_write
0.01,perf\_2.6.32-46,[kernel],[k] perf\_event\_task\_sched\_out
0.01,perf\_2.6.32-46,[kernel],[k] hrtick\_start\_fair
0.01,perf\_2.6.32-46,[kernel],[k] \_\_ticket\_spin\_unlock
0.01,perf\_2.6.32-46,[kernel],[k] intel\_pmu\_disable\_all
0.01,perf\_2.6.32-46,[kernel],[k] rw\_verify\_area
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_do\_update\_inode
0.01,perf\_2.6.32-46,[kernel],[k] block\_write\_begin
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_get
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_bsr
0.01,qemu-x86\_64,/local/timbo/node-qemu-64/not-stripped64/qemu-x86\_64,[.] helper\_bsf
0.01,perf\_2.6.32-46,[kernel],[k] sysret\_check
0.01,perf\_2.6.32-46,[kernel],[k] do\_sync\_write
0.01,perf\_2.6.32-46,[kernel],[k] update\_context\_time
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_da\_write\_end
0.01,perf\_2.6.32-46,[kernel],[k] put\_prev\_task\_fair
0.01,perf\_2.6.32-46,[kernel],[k] up\_read
0.01,perf\_2.6.32-46,[kernel],[k] free\_poll\_entry
0.01,perf\_2.6.32-46,[kernel],[k] dequeue\_task
0.01,perf\_2.6.32-46,[kernel],[k] jbd2\_journal\_start
0.01,perf\_2.6.32-46,[kernel],[k] system\_call\_after\_swapgs
0.01,perf\_2.6.32-46,[kernel],[k] down\_read
0.01,perf\_2.6.32-46,[kernel],[k] ext4\_xattr\_block\_get
0.01,perf\_2.6.32-46,[kernel],[k] cap\_inode\_need\_killpriv
0.01,perf\_2.6.32-46,[kernel],[k] do\_get\_write\_access
